Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
bronze	determine	547	cast	3929	saa
bronze	qualify	467	cross	2877	saa
bronze	earn	276	bust	2141	saa
bronze	represent	217	figure	1981	saa
bronze	conduct	211	open	1857	saa
bronze	get	170	work	1692	saa
bronze	love	127	see	1512	saa
bronze	indicate	115	jump	1308	saa
bronze	commemorate	108	set	1089	saa
bronze	settle	98	play	781	saa
bronze	depict	96	skate	775	saa
bronze	consist	88	throw	758	saa
bronze	achieve	84	lead	590	saa
bronze	remain	83	beat	516	saa
bronze	suggest	80	collapse	481	saa
bronze	might	79	show	475	saa
bronze	exist	79	dance	450	saa
bronze	focus	73	run	328	saa
bronze	hope	72	tie	302	saa
bronze	defend	62	snatch	301	saa
bronze	trust	61	seal	271	saa
bronze	belong	59	saw	270	saa
bronze	continue	58	walk	261	saa
bronze	denote	54	draw	259	saa
bronze	lose	53	fall	244	saa
bronze	woo	52	fight	220	saa
bronze	seem	51	reverse	194	saa
bronze	believe	49	stand	174	saa
bronze	resemble	49	produce	150	saa
bronze	keep	48	capture	142	saa
bronze	gain	44	fell	141	saa
bronze	occur	38	hold	140	saa
bronze	vary	36	spin	123	saa
bronze	demand	36	slam	121	saa
bronze	wonder	35	skip	121	saa
bronze	improve	35	handle	119	saa
bronze	decide	35	spread	115	saa
bronze	develop	33	live	113	saa
bronze	care	33	turn	110	saa
bronze	let	32	reach	108	saa
bronze	know	31	sound	108	saa
bronze	express	31	kickboxing	106	saa
bronze	manage	30	split	105	saa
bronze	need	29	cut	104	saa
bronze	prove	29	wear	103	saa
bronze	prevent	28	rise	100	saa
bronze	resolve	27	shoot	98	saa
bronze	retain	26	cover	98	saa
bronze	bode	25	paint	96	saa
bronze	try	25	hunt	92	saa
bronze	adorn	25	strike	89	saa
bronze	attest	24	scratch	88	saa
bronze	consider	22	cook	86	saa
bronze	stay	22	spearhead	83	saa
bronze	offer	22	call	82	saa
bronze	appoint	22	rob	76	saa
bronze	shall	22	sweep	72	saa
bronze	describe	20	sign	72	saa
bronze	tend	19	read	71	saa
