Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
door	get	1009	open	10616	arp
door	love	1008	see	1413	arp
door	let	578	knock	1324	arp
door	keep	363	lock	1210	arp
door	know	273	shut	1035	arp
door	prevent	258	set	1021	arp
door	might	236	show	986	arp
door	need	203	work	917	arp
door	stay	200	trim	915	arp
door	try	190	live	851	arp
door	want	177	handle	639	arp
door	remain	173	escape	620	arp
door	discover	166	break	582	arp
door	hope	162	saw	545	arp
door	offer	135	cast	532	arp
door	care	117	sign	530	arp
door	welcome	108	release	522	arp
door	continue	108	drive	498	arp
door	express	106	run	485	arp
door	believe	96	lead	484	arp
door	gain	95	walk	424	arp
door	demand	93	cut	415	arp
door	accommodate	87	cross	413	arp
door	focus	87	hit	406	arp
door	ensure	85	play	394	arp
door	feel	83	cover	391	arp
door	shall	80	stop	365	arp
door	investigate	74	slam	365	arp
door	trust	70	stand	363	arp
door	indicate	67	move	359	arp
door	represent	65	wheelbase	359	arp
door	wish	63	unlock	342	arp
door	exist	63	sound	341	arp
door	reduce	60	step	321	arp
door	conduct	56	call	312	arp
door	promote	52	turn	297	arp
door	explain	51	swing	280	arp
door	require	51	hold	275	arp
door	learn	48	reach	269	arp
door	blame	47	sell	250	arp
door	maintain	46	fell	230	arp
door	happen	45	fall	225	arp
door	improve	45	figure	216	arp
door	earn	44	check	212	arp
door	decide	43	switch	206	arp
door	manage	43	kill	205	arp
door	lose	41	push	201	arp
door	reprise	41	hear	200	arp
door	retain	39	travel	197	arp
door	realize	37	roll	189	arp
door	prepare	37	shed	189	arp
door	facilitate	36	read	185	arp
door	admit	36	launch	182	arp
door	consider	35	fight	179	arp
door	occur	34	dance	177	arp
door	consist	34	kick	175	arp
door	describe	34	pull	174	arp
door	understand	34	talk	172	arp
door	suggest	33	arrive	168	arp
door	wonder	33	pick	168	arp
door	establish	33	smoke	162	arp
door	determine	33	console	158	arp
door	promise	31	seal	156	arp
door	excel	31	lift	153	arp
door	inform	31	visit	153	arp
door	depict	30	paint	153	arp
door	convince	29	slide	150	arp
door	develop	29	flush	147	arp
door	enable	29	follow	144	arp
door	recognize	29	drop	140	arp
door	engage	29	split	139	arp
door	resemble	29	watch	139	arp
door	woo	28	build	136	arp
door	behold	27	kiss	125	arp
door	vary	27	notice	124	arp
door	hate	27	hide	121	arp
door	forget	27	beat	121	arp
door	solve	27	carry	119	arp
door	detect	27	shoot	117	arp
door	distinguish	27	pay	112	arp
door	commemorate	27	rise	112	arp
door	seem	26	sleep	110	arp
door	prove	26	serve	105	arp
door	enjoy	26	jump	102	arp
door	doubt	25	waste	99	arp
door	reissue	25	touch	97	arp
door	incorporate	25	sing	97	arp
door	emerge	25	sit	97	arp
door	overcome	25	speak	96	arp
door	achieve	23	mix	95	arp
door	belong	22	lay	95	arp
door	assume	22	produce	93	arp
door	rid	22	hang	90	arp
door	defend	22	bang	90	arp
door	tend	21	collect	89	arp
door	recall	21	spare	89	arp
door	comply	21	throw	88	arp
door	agree	21	write	86	arp
door	imagine	20	escort	86	arp
door	persuade	20	spread	85	arp
memory	love	1212	work	2274	arp
memory	recall	1201	see	2007	arp
memory	keep	693	read	1947	arp
memory	need	532	set	1564	arp
memory	improve	487	write	1000	arp
memory	might	446	stick	938	arp
memory	require	407	show	795	arp
memory	trust	375	run	793	arp
memory	get	375	drive	752	arp
memory	reduce	373	play	745	arp
memory	affect	334	release	726	arp
memory	remain	313	live	696	arp
memory	perpetuate	291	sleep	605	arp
memory	focus	289	cross	487	arp
memory	know	284	open	474	arp
memory	express	284	sound	441	arp
memory	care	261	hold	433	arp
memory	occur	255	lead	379	arp
memory	hope	247	erase	370	arp
memory	commemorate	247	call	355	arp
memory	lose	246	cast	279	arp
memory	let	246	fell	268	arp
memory	continue	233	build	268	arp
memory	allocate	232	move	255	arp
memory	retain	230	turn	236	arp
memory	develop	215	dance	213	arp
memory	learn	212	figure	211	arp
memory	prevent	212	produce	209	arp
memory	regain	204	fall	198	arp
memory	want	187	switch	198	arp
memory	commit	185	cover	198	arp
memory	forget	183	step	188	arp
memory	represent	183	console	183	arp
memory	maintain	183	saw	180	arp
memory	exist	176	retrieve	177	arp
memory	implement	166	walk	175	arp
memory	believe	163	fight	175	arp
memory	stay	160	hit	173	arp
memory	rely	157	speak	171	arp
memory	suggest	156	dump	170	arp
memory	offer	152	serve	163	arp
memory	promote	151	stand	163	arp
memory	explain	150	visit	157	arp
memory	enhance	147	cut	156	arp
memory	compute	144	measure	143	arp
memory	demand	140	mix	142	arp
memory	understand	135	talk	142	arp
memory	enable	134	handle	139	arp
memory	try	134	sign	139	arp
memory	manage	127	swap	136	arp
memory	establish	127	touch	135	arp
memory	determine	127	travel	130	arp
memory	ensure	124	carry	129	arp
memory	contribute	119	wipe	127	arp
memory	describe	116	kill	126	arp
memory	detect	113	escape	125	arp
memory	feel	112	bust	124	arp
memory	recognize	110	raise	120	arp
memory	achieve	109	recite	120	arp
memory	consider	108	draw	118	arp
memory	indicate	105	follow	117	arp
memory	seem	101	pay	117	arp
memory	tend	97	capture	113	arp
memory	gain	95	split	112	arp
memory	suffer	95	fetch	107	arp
memory	depend	93	lock	105	arp
memory	shall	92	stop	103	arp
memory	exploit	87	sing	102	arp
memory	discover	87	break	97	arp
memory	wish	86	check	96	arp
memory	impair	81	jump	96	arp
memory	minimize	79	fill	95	arp
memory	generate	78	launch	95	arp
memory	evoke	77	expand	94	arp
memory	facilitate	75	rise	93	arp
memory	solve	74	kiss	91	arp
memory	assume	73	watch	89	arp
memory	utilize	72	communicate	88	arp
memory	define	71	fly	85	arp
memory	cherish	70	aim	80	arp
memory	specify	63	google	80	arp
memory	investigate	62	flip	80	arp
memory	vary	61	spin	78	arp
memory	consist	61	jog	76	arp
memory	happen	60	reach	76	arp
memory	overcome	60	push	76	arp
memory	distinguish	58	reverse	75	arp
memory	assess	57	wear	73	arp
memory	differ	56	cook	73	arp
memory	doubt	54	hunt	70	arp
memory	integrate	54	occupy	69	arp
memory	decide	52	smell	68	arp
memory	relate	52	memorize	65	arp
memory	conduct	52	paint	61	arp
memory	prove	51	repair	57	arp
memory	attribute	49	treat	56	arp
memory	render	47	spread	53	arp
memory	differentiate	46	consume	52	arp
memory	lament	45	delete	52	arp
memory	belong	41	pack	52	arp
plan	develop	3315	work	4246	arp
plan	get	2477	build	3531	arp
plan	implement	1855	set	3400	arp
plan	care	1813	escape	3222	arp
plan	establish	1232	open	2908	arp
plan	improve	1114	see	2866	arp
plan	reduce	1077	cross	2051	arp
plan	continue	1066	kill	1816	arp
plan	need	1008	move	1761	arp
plan	keep	942	release	1384	arp
plan	love	941	stop	1250	arp
plan	prepare	916	run	1183	arp
plan	focus	765	lead	1127	arp
plan	devise	764	cast	1110	arp
plan	ensure	715	carry	1031	arp
plan	prevent	655	expand	972	arp
plan	trust	651	show	961	arp
plan	achieve	621	follow	942	arp
plan	offer	594	launch	919	arp
plan	might	559	capture	905	arp
plan	agree	544	step	900	arp
plan	promote	529	turn	863	arp
plan	manage	512	cut	858	arp
plan	require	482	hold	788	arp
plan	try	467	pay	784	arp
plan	approve	464	fall	773	arp
plan	stay	461	play	737	arp
plan	conduct	454	vote	719	arp
plan	know	452	live	696	arp
plan	adopt	431	sell	695	arp
plan	remain	427	saw	695	arp
plan	gain	414	produce	691	arp
plan	maintain	401	fight	681	arp
plan	let	342	break	641	arp
plan	hope	336	travel	640	arp
plan	decide	336	cover	614	arp
plan	coordinate	328	steal	606	arp
plan	believe	317	call	606	arp
plan	learn	312	raise	605	arp
plan	overthrow	308	drive	564	arp
plan	want	307	sail	559	arp
plan	convince	297	split	537	arp
plan	demand	296	fell	536	arp
plan	determine	287	reach	500	arp
plan	succeed	284	buy	470	arp
plan	express	283	draw	466	arp
plan	compromise	278	invade	459	arp
plan	redevelop	273	visit	451	arp
plan	consider	270	rebuild	448	arp
plan	accommodate	267	waste	426	arp
plan	rid	253	serve	419	arp
plan	propose	246	aim	405	arp
plan	enact	235	strike	401	arp
plan	commit	234	rob	366	arp
plan	enable	219	sound	357	arp
plan	assess	211	merge	352	arp
plan	discover	211	kidnap	349	arp
plan	defend	209	rise	330	arp
plan	facilitate	203	write	330	arp
plan	thwart	203	push	301	arp
plan	incorporate	202	demolish	287	arp
plan	enhance	201	sign	287	arp
plan	evaluate	198	lure	286	arp
plan	integrate	195	lay	272	arp
plan	fulfill	186	measure	271	arp
plan	realize	185	stand	266	arp
plan	contribute	180	spread	265	arp
plan	solve	178	seize	261	arp
plan	inform	176	talk	257	arp
plan	settle	169	permit	245	arp
plan	resolve	166	figure	239	arp
plan	explain	166	fly	218	arp
plan	understand	165	catch	215	arp
plan	happen	164	drop	214	arp
plan	shall	163	repair	212	arp
plan	prove	162	occupy	210	arp
plan	accomplish	154	hit	207	arp
plan	exist	150	blow	204	arp
plan	engage	146	publish	192	arp
plan	retain	145	arrive	190	arp
plan	revitalize	144	shoot	189	arp
plan	promise	143	read	183	arp
