Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
access	gain	6043	open	14676	cae
access	care	4701	see	2810	cae
access	improve	2571	work	2754	cae
access	need	1979	set	1729	cae
access	get	1941	drive	1449	cae
access	ensure	1742	step	1414	cae
access	offer	1266	show	1238	cae
access	prevent	1166	live	1219	cae
access	enable	1093	cut	996	cae
access	facilitate	1088	release	976	cae
access	require	1039	run	969	cae
access	restrict	1007	read	915	cae
access	demand	696	cross	899	cae
access	promote	659	pay	872	cae
access	deny	629	permit	831	cae
access	might	597	travel	750	cae
access	trust	568	play	742	cae
access	let	562	expand	722	cae
access	maintain	545	write	717	cae
access	reduce	529	google	699	cae
access	focus	486	stop	599	cae
access	continue	480	lock	568	cae
access	manage	412	walk	560	cae
access	develop	394	launch	554	cae
access	express	376	lift	553	cae
access	guarantee	341	build	549	cae
access	remain	332	reach	537	cae
access	achieve	322	turn	536	cae
access	keep	320	dial	521	cae
access	want	306	call	489	cae
access	enhance	299	lead	470	cae
access	exist	297	serve	452	cae
access	know	268	sound	449	cae
access	lose	258	move	408	cae
access	establish	254	sign	396	cae
access	enjoy	242	aim	354	cae
access	afford	233	cover	352	cae
access	determine	223	switch	311	cae
access	affect	202	produce	303	cae
access	implement	202	fight	282	cae
access	learn	187	visit	274	cae
access	try	186	vote	272	cae
access	excel	179	fall	247	cae
access	shall	171	saw	246	cae
access	retain	169	check	238	cae
access	conduct	165	hold	234	cae
access	rely	160	carry	231	cae
access	regulate	147	console	229	cae
access	believe	145	twitter	228	cae
access	wish	142	shut	222	cae
access	stay	142	buy	210	cae
access	hope	140	repair	209	cae
access	define	140	rise	204	cae
access	consider	139	stand	200	cae
access	accommodate	139	spread	197	cae
access	regain	135	measure	192	cae
access	contribute	135	split	190	cae
access	love	134	drop	185	cae
access	attribute	127	sell	183	cae
access	understand	121	escape	175	cae
access	occur	120	watch	172	cae
access	tend	119	follow	167	cae
access	indicate	119	cast	166	cae
access	utilize	116	waste	163	cae
access	vary	110	collect	158	cae
access	exploit	109	publish	157	cae
access	defend	109	push	157	cae
access	engage	108	shed	157	cae
access	discover	107	communicate	150	cae
access	suggest	103	dance	149	cae
access	feel	103	touch	148	cae
access	prove	100	break	147	cae
access	negotiate	98	talk	145	cae
access	represent	94	stretch	143	cae
access	describe	94	pack	137	cae
access	subscribe	88	fell	134	cae
access	prepare	85	capture	133	cae
access	prohibit	84	raise	132	cae
access	qualify	84	slip	132	cae
access	promise	84	figure	115	cae
access	analyze	84	handle	114	cae
access	generate	82	halt	105	cae
access	overcome	81	lay	105	cae
access	depend	80	click	102	cae
access	solve	76	fly	101	cae
access	commit	76	notice	98	cae
access	prompt	76	kill	98	cae
access	investigate	76	unlock	98	cae
access	adopt	76	mix	97	cae
access	earn	74	retrieve	96	cae
access	comply	72	landlocked	96	cae
access	decide	71	wash	96	cae
access	consist	71	roll	92	cae
access	verify	71	bend	91	cae
access	integrate	68	draw	91	cae
access	broaden	66	hit	91	cae
access	welcome	64	widen	86	cae
access	circumvent	64	edit	86	cae
access	detect	62	wear	85	cae
access	agree	60	speak	84	cae
architecture	focus	516	see	5759	cae
architecture	trust	387	work	4565	cae
architecture	develop	335	open	1983	cae
architecture	represent	265	set	1839	cae
architecture	need	241	cross	519	cae
architecture	offer	210	cut	493	cae
architecture	remain	205	show	468	cae
architecture	promote	195	build	458	cae
architecture	love	194	rise	382	cae
architecture	describe	194	dance	376	cae
architecture	define	185	run	361	cae
architecture	implement	182	mix	351	cae
architecture	establish	151	blend	323	cae
architecture	might	148	saw	317	cae
architecture	exist	147	turn	306	cae
architecture	improve	142	figure	299	cae
architecture	keep	140	sound	285	cae
architecture	continue	136	live	261	cae
architecture	care	135	release	248	cae
architecture	express	115	spread	232	cae
architecture	learn	113	fall	223	cae
architecture	incorporate	112	cast	209	cae
architecture	resemble	109	lead	208	cae
architecture	achieve	107	travel	206	cae
architecture	get	105	serve	203	cae
architecture	enable	103	play	177	cae
architecture	consist	102	stick	167	cae
architecture	feel	101	read	160	cae
architecture	maintain	95	move	158	cae
architecture	accommodate	93	cover	156	cae
architecture	hope	92	follow	154	cae
architecture	integrate	91	google	153	cae
architecture	consider	90	split	149	cae
architecture	suggest	87	step	149	cae
architecture	ensure	82	drive	148	cae
architecture	require	76	stand	140	cae
architecture	demand	76	visit	134	cae
architecture	contribute	75	combine	133	cae
architecture	earn	75	sleep	131	cae
architecture	believe	73	hold	125	cae
architecture	dominate	69	sign	122	cae
architecture	understand	69	aim	115	cae
architecture	manage	68	call	115	cae
architecture	depict	68	produce	114	cae
architecture	know	66	write	114	cae
architecture	compute	66	launch	104	cae
architecture	indicate	65	cook	100	cae
architecture	enhance	64	break	97	cae
architecture	retain	64	draw	90	cae
architecture	gain	58	hunt	87	cae
architecture	reduce	57	switch	74	cae
architecture	facilitate	55	repair	68	cae
architecture	vary	54	shed	65	cae
architecture	evoke	54	illustrate	64	cae
architecture	comprise	53	reuse	64	cae
architecture	want	53	expand	62	cae
architecture	determine	53	fell	62	cae
architecture	differ	52	communicate	59	cae
architecture	occur	51	stop	59	cae
architecture	recognize	51	touch	57	cae
architecture	stay	51	capture	56	cae
architecture	adopt	51	lay	56	cae
architecture	belong	49	talk	55	cae
architecture	distinguish	49	reach	54	cae
architecture	prevent	49	console	54	cae
architecture	constitute	48	walk	54	cae
architecture	convey	45	reverse	52	cae
architecture	let	43	handle	51	cae
architecture	seem	42	pour	50	cae
architecture	conform	41	paint	50	cae
architecture	affect	41	trim	49	cae
architecture	explain	41	timbered	47	cae
architecture	relate	41	bloom	47	cae
architecture	solve	40	carry	47	cae
architecture	emerge	40	soar	43	cae
architecture	utilize	38	measure	41	cae
architecture	evolve	38	notice	40	cae
architecture	characterize	38	pay	40	cae
architecture	wonder	37	check	40	cae
architecture	emphasize	36	publish	39	cae
architecture	engage	36	speak	39	cae
architecture	emulate	36	merge	37	cae
architecture	generate	35	collapse	37	cae
architecture	symbolize	34	raise	37	cae
architecture	inspire	33	roll	37	cae
architecture	exploit	32	embrace	36	cae
architecture	tend	32	rob	36	cae
architecture	admire	32	curl	36	cae
architecture	conduct	31	watch	36	cae
architecture	depend	30	waste	35	cae
architecture	prepare	30	decorate	34	cae
architecture	recall	29	treat	34	cae
architecture	commemorate	29	mimic	33	cae
architecture	enjoy	29	sell	33	cae
architecture	render	28	rebuild	33	cae
architecture	encompass	28	bend	33	cae
architecture	wish	27	hit	31	cae
architecture	compromise	27	occupy	30	cae
architecture	appreciate	27	fry	28	cae
architecture	collaborate	26	replicate	27	cae
article	shall	2160	see	8921	cae
article	love	556	work	3490	cae
article	express	549	read	1907	cae
article	need	534	set	1336	cae
article	focus	491	show	1284	cae
article	get	457	cover	1101	cae
article	amend	455	write	1073	cae
article	might	438	release	917	cae
article	care	417	open	827	cae
article	determine	380	vote	798	cae
article	describe	276	play	666	cae
article	trust	270	google	643	cae
article	conduct	257	cross	627	cae
article	know	254	lead	616	cae
article	establish	244	follow	584	cae
article	ensure	242	sound	568	cae
article	prevent	240	call	510	cae
article	let	230	publish	508	cae
article	remain	226	run	488	cae
article	exist	224	fall	487	cae
article	consider	218	live	473	cae
article	promote	207	travel	420	cae
article	believe	204	pay	354	cae
article	want	203	rise	350	cae
article	require	200	saw	339	cae
article	violate	191	figure	321	cae
article	keep	191	talk	318	cae
article	explain	185	watch	310	cae
article	guarantee	183	visit	304	cae
article	hope	182	stand	282	cae
article	repeal	173	dance	275	cae
article	implement	167	turn	267	cae
article	define	166	sign	260	cae
article	continue	161	cast	252	cae
article	demand	152	stop	250	cae
article	hate	151	measure	246	cae
article	develop	135	hop	235	cae
article	constitute	134	move	234	cae
article	represent	133	fight	233	cae
article	offer	132	spread	232	cae
article	invoke	128	quote	231	cae
article	stay	128	edit	229	cae
article	contribute	127	draw	222	cae
article	comply	126	twitter	222	cae
article	decide	121	launch	218	cae
article	maintain	120	hold	213	cae
article	learn	118	serve	213	cae
article	occur	117	step	201	cae
article	reduce	117	spin	197	cae
article	gain	116	notice	190	cae
article	agree	115	strike	187	cae
article	understand	112	hit	181	cae
article	subscribe	109	produce	170	cae
article	declare	106	split	166	cae
article	indicate	106	carry	164	cae
article	suggest	105	speak	163	cae
article	prohibit	104	beat	158	cae
article	investigate	103	build	156	cae
article	adopt	102	cut	150	cae
article	appoint	100	aim	145	cae
article	discover	100	cook	143	cae
article	defend	98	extract	133	cae
article	prove	97	reach	133	cae
article	recognize	97	kill	132	cae
article	enjoy	97	roll	131	cae
article	doubt	96	drive	130	cae
article	propose	96	hunt	129	cae
article	feel	96	sell	124	cae
article	improve	95	check	122	cae
article	try	95	fell	118	cae
article	affect	92	break	115	cae
article	lose	86	click	114	cae
article	belong	83	reverse	105	cae
article	regulate	82	walk	104	cae
article	promise	79	rob	102	cae
article	abolish	79	escape	99	cae
article	achieve	79	permit	98	cae
article	welcome	78	illustrate	97	cae
article	distinguish	78	raise	96	cae
article	seem	76	shoot	95	cae
article	differ	72	hear	94	cae
article	recall	72	waste	93	cae
article	specify	71	delete	92	cae
article	assume	70	buy	84	cae
article	commit	70	chuck	81	cae
article	restrict	69	fly	81	cae
article	retain	69	wear	78	cae
article	confirm	68	seal	78	cae
article	wish	67	mix	77	cae
article	impose	67	lay	77	cae
article	vary	64	repair	76	cae
article	compromise	63	treat	74	cae
article	conclude	62	tie	74	cae
article	facilitate	61	capture	73	cae
article	wonder	61	tweet	72	cae
article	neglect	61	collapse	72	cae
article	happen	60	expand	68	cae
article	revise	60	volunteer	67	cae
article	enact	59	drop	67	cae
article	approve	55	pour	65	cae
bible	believe	511	see	2193	cae
bible	love	355	work	1678	cae
bible	focus	197	read	1586	cae
bible	know	177	open	479	cae
bible	need	164	set	401	cae
bible	understand	164	show	383	cae
bible	shall	140	cross	278	cae
bible	might	138	watch	266	cae
bible	interpret	135	figure	193	cae
bible	get	129	live	184	cae
bible	let	114	hold	178	cae
bible	hope	113	cover	165	cae
bible	describe	109	saw	157	cae
bible	learn	91	produce	152	cae
bible	offer	86	write	152	cae
bible	establish	83	fall	141	cae
bible	trust	83	publish	128	cae
bible	consider	78	play	126	cae
bible	promote	75	follow	126	cae
bible	explain	68	quote	117	cae
bible	continue	65	lead	117	cae
bible	promise	64	release	116	cae
bible	occur	62	call	115	cae
bible	exist	59	speak	108	cae
bible	justify	58	talk	106	cae
bible	suggest	58	sign	103	cae
bible	paraphrase	58	turn	102	cae
bible	represent	56	spread	102	cae
bible	care	56	lay	101	cae
bible	prepare	56	run	97	cae
bible	prove	53	sound	96	cae
bible	indicate	48	serve	89	cae
bible	seem	47	pray	79	cae
bible	maintain	47	preach	78	cae
bible	keep	46	cast	76	cae
bible	conduct	45	stand	75	cae
bible	depict	45	rise	72	cae
bible	shalom	45	handwritten	69	cae
bible	agree	44	split	67	cae
bible	want	42	aim	62	cae
bible	express	39	move	54	cae
bible	reject	39	visit	54	cae
bible	remain	37	sing	53	cae
bible	affirm	37	walk	52	cae
bible	revise	37	step	49	cae
bible	happen	36	hear	47	cae
bible	contradict	36	dance	47	cae
bible	doubt	34	draw	45	cae
bible	develop	34	hit	42	cae
bible	behold	33	cut	42	cae
bible	relate	33	break	41	cae
bible	render	31	build	41	cae
bible	try	30	carry	41	cae
bible	differ	29	cook	41	cae
bible	stay	29	fell	40	cae
bible	recognize	27	stop	40	cae
bible	derive	26	bury	39	cae
bible	denote	26	travel	37	cae
bible	discover	26	roll	36	cae
bible	wish	25	fight	36	cae
bible	distinguish	25	google	35	cae
bible	demand	25	intersect	35	cae
bible	defend	25	reach	35	cae
bible	emphasize	24	touch	35	cae
bible	feel	24	edit	34	cae
bible	tend	23	buy	33	cae
bible	assert	23	sell	33	cae
bible	acknowledge	23	treat	33	cae
bible	gain	23	illustrate	32	cae
bible	correspond	23	kill	31	cae
