Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
advance	continue	749	jump	4184	poa
advance	qualify	540	throw	3815	poa
advance	promote	489	see	2152	poa
advance	need	445	play	1882	poa
advance	determine	364	cross	1712	poa
advance	know	363	open	1497	poa
advance	care	359	work	1169	poa
advance	get	354	stop	1000	poa
advance	prevent	352	release	981	poa
advance	prepare	281	walk	896	poa
advance	might	265	set	878	poa
advance	develop	233	halt	861	poa
advance	try	225	capture	809	poa
advance	improve	212	notice	776	poa
advance	require	210	fall	732	poa
advance	defend	199	beat	632	poa
advance	keep	199	show	600	poa
advance	decide	197	saw	587	poa
advance	gain	175	draw	548	poa
advance	love	166	move	524	poa
advance	let	166	lead	514	poa
advance	establish	155	run	506	poa
advance	hope	146	vote	439	poa
advance	ensure	138	cover	405	poa
advance	offer	127	cut	405	poa
advance	achieve	124	tie	391	poa
advance	maintain	124	pay	390	poa
advance	demand	123	live	347	poa
advance	stay	112	hold	339	poa
advance	focus	107	strike	320	poa
advance	enable	105	fell	287	poa
advance	lose	105	fight	270	poa
advance	conduct	103	check	269	poa
advance	reduce	98	reach	266	poa
advance	earn	98	turn	255	poa
advance	engage	95	aim	231	poa
advance	woo	94	step	230	poa
advance	want	92	dance	227	poa
advance	represent	92	sign	225	poa
advance	reinforce	92	launch	217	poa
advance	agree	85	drive	215	poa
advance	shall	85	break	214	poa
advance	learn	84	figure	212	poa
advance	inform	81	shoot	211	poa
advance	trust	79	hit	208	poa
advance	facilitate	78	call	207	poa
advance	occur	77	buy	199	poa
advance	believe	76	travel	199	poa
advance	exploit	73	follow	183	poa
advance	overcome	72	serve	179	poa
advance	remain	71	build	170	poa
advance	express	68	visit	158	poa
advance	enhance	66	console	156	poa
advance	predict	63	sound	146	poa
advance	solve	63	stand	141	poa
advance	wish	60	escape	138	poa
advance	manage	56	write	138	poa
advance	contribute	52	cook	137	poa
advance	promise	51	resume	134	poa
advance	guarantee	49	knock	133	poa
advance	understand	49	read	130	poa
advance	consider	45	snatch	130	poa
advance	sustain	44	swim	125	poa
advance	implement	43	cast	124	poa
advance	coordinate	42	push	119	poa
advance	seem	40	lay	117	poa
advance	succeed	40	watch	116	poa
advance	recognize	39	occupy	115	poa
advance	renew	39	dive	113	poa
advance	fortify	38	split	101	poa
advance	indicate	38	seize	101	poa
advance	prove	36	scratch	101	poa
advance	consist	36	kick	99	poa
advance	feel	36	spread	98	poa
advance	happen	35	produce	97	poa
advance	suggest	35	sweep	96	poa
advance	explain	35	arrive	94	poa
advance	retain	35	collect	93	poa
advance	exist	35	permit	92	poa
advance	repulse	35	raise	92	poa
advance	rely	33	rise	92	poa
advance	tend	32	sell	90	poa
advance	welcome	32	pick	88	poa
advance	detect	32	sing	85	poa
advance	negotiate	31	skate	84	poa
advance	commit	30	switch	81	poa
advance	generate	30	carry	77	poa
advance	expect	29	slam	76	poa
advance	define	29	volunteer	74	poa
advance	regain	28	kill	74	poa
advance	cease	28	hunt	69	poa
advance	undertake	27	measure	66	poa
advance	educate	27	catch	65	poa
advance	liberate	25	flee	62	poa
advance	settle	25	fly	61	poa
advance	compromise	24	smoke	61	poa
advance	empower	24	hang	60	poa
advance	disseminate	24	publish	58	poa
advance	inspire	22	roll	58	poa
advance	collaborate	22	rob	56	poa
damage	prevent	2460	repair	3965	poa
damage	reduce	1071	hit	2054	poa
damage	occur	853	see	1574	poa
damage	might	798	open	1537	poa
damage	suffer	753	lead	1246	poa
damage	minimize	595	work	985	poa
damage	assess	493	set	630	poa
damage	need	365	show	572	poa
damage	sustain	349	collapse	513	poa
damage	determine	314	fell	502	poa
damage	mitigate	291	turn	487	poa
damage	continue	290	strike	481	poa
damage	affect	289	smoke	478	poa
damage	care	270	saw	459	poa
damage	get	270	pay	453	poa
damage	keep	210	hail	430	poa
damage	develop	189	cover	396	poa
damage	require	188	produce	393	poa
damage	remain	184	stop	391	poa
damage	indicate	174	kill	388	poa
damage	induce	169	release	380	poa
damage	ensure	165	fight	365	poa
damage	contribute	163	run	356	poa
damage	try	160	cut	352	poa
damage	love	159	fall	337	poa
damage	neglect	157	shed	331	poa
damage	conduct	152	live	320	poa
damage	withstand	150	move	306	poa
damage	improve	145	escape	293	poa
damage	lose	132	reverse	283	poa
damage	focus	124	wear	279	poa
damage	believe	123	spread	278	poa
damage	gain	119	play	275	poa
damage	suggest	118	break	264	poa
damage	tend	118	cross	259	poa
damage	trust	108	launch	223	poa
damage	detect	107	sound	216	poa
damage	stay	104	drive	215	poa
damage	maintain	103	hurt	200	poa
damage	hope	98	sign	200	poa
damage	vary	97	rise	173	poa
damage	manage	94	inspect	171	poa
damage	want	87	reach	168	poa
damage	investigate	86	burn	159	poa
damage	let	83	shut	155	poa
damage	know	81	measure	152	poa
damage	exceed	80	tire	150	poa
damage	offer	78	stand	148	poa
damage	promote	74	figure	146	poa
damage	evaluate	70	paint	140	poa
damage	achieve	70	build	137	poa
damage	consider	66	rot	137	poa
damage	happen	65	waste	134	poa
damage	demand	65	travel	132	poa
damage	exist	65	hold	129	poa
damage	weaken	64	check	129	poa
damage	impair	62	cast	126	poa
damage	understand	62	carry	123	poa
damage	seem	61	spill	121	poa
damage	commit	61	roll	117	poa
damage	prove	59	tear	116	poa
damage	describe	59	drop	112	poa
damage	express	59	escort	110	poa
damage	generate	58	rebuild	109	poa
damage	explain	57	capture	104	poa
damage	represent	57	split	103	poa
damage	compromise	56	aim	100	poa
damage	incur	56	dive	97	poa
damage	render	54	blow	94	poa
damage	shall	53	freeze	94	poa
damage	expect	51	explode	92	poa
damage	engage	51	serve	91	poa
damage	defend	51	raise	90	poa
damage	establish	50	sail	89	poa
damage	learn	50	call	87	poa
damage	feel	50	salvage	86	poa
damage	recognize	49	fly	86	poa
damage	inhibit	47	follow	82	poa
damage	prompt	47	injure	82	poa
damage	cope	45	step	79	poa
damage	depend	45	watch	79	poa
damage	overcome	45	eat	78	poa
damage	discover	44	keel	77	poa
damage	lessen	43	shoot	77	poa
damage	maximize	42	visit	76	poa
damage	retain	41	evacuate	75	poa
damage	degrade	40	treat	75	poa
damage	undermine	39	halt	74	poa
damage	differ	38	switch	74	poa
damage	consist	38	mix	72	poa
damage	enhance	38	knock	72	poa
damage	endanger	37	cook	72	poa
damage	regulate	37	lock	72	poa
damage	attribute	36	slip	70	poa
damage	blame	35	spin	67	poa
damage	enable	33	handle	67	poa
damage	tolerate	32	penetrate	66	poa
damage	rectify	32	lift	65	poa
damage	confirm	32	touch	64	poa
damage	decide	31	pull	63	poa
duty	care	2327	call	8954	poa
duty	love	697	escort	1782	poa
duty	ensure	406	work	1232	poa
duty	conduct	393	serve	940	poa
duty	shall	355	see	880	poa
duty	neglect	346	saw	865	poa
duty	fulfill	335	pay	752	poa
duty	keep	335	carry	496	poa
duty	remain	321	set	446	poa
duty	maintain	301	cross	403	poa
duty	prevent	278	release	369	poa
duty	get	276	open	324	poa
duty	defend	272	show	321	poa
duty	need	245	fight	282	poa
duty	trust	234	volunteer	261	poa
duty	promote	225	run	261	poa
duty	continue	205	watch	250	poa
duty	consider	203	play	238	poa
duty	owe	187	wear	238	poa
duty	inform	174	strike	231	poa
duty	impose	173	fall	228	poa
duty	prepare	172	live	224	poa
duty	believe	167	lead	219	poa
duty	might	157	hold	187	poa
duty	stay	152	stand	185	poa
duty	know	151	fell	184	poa
duty	disclose	148	drive	183	poa
duty	feel	147	turn	182	poa
duty	establish	121	stop	173	poa
duty	investigate	120	cast	173	poa
duty	offer	117	escape	163	poa
duty	try	114	cover	163	poa
duty	require	113	travel	160	poa
duty	let	110	kill	151	poa
duty	determine	99	capture	147	poa
duty	reduce	97	sound	145	poa
duty	represent	93	visit	145	poa
duty	comply	92	repair	144	poa
duty	promise	91	read	137	poa
duty	focus	91	follow	135	poa
duty	recall	90	cut	129	poa
duty	develop	85	rise	123	poa
duty	exist	81	fly	121	poa
duty	hope	76	break	114	poa
duty	assume	76	move	106	poa
duty	express	75	vote	104	poa
duty	decide	74	hit	101	poa
duty	want	74	resume	97	poa
duty	accommodate	73	salvage	94	poa
duty	advise	73	collect	94	poa
duty	prove	72	build	92	poa
duty	improve	71	seal	91	poa
duty	recognize	69	produce	89	poa
duty	declare	68	hunt	85	poa
duty	qualify	67	roll	84	poa
duty	understand	67	raise	83	poa
duty	safeguard	66	reach	82	poa
duty	learn	64	mix	82	poa
duty	demand	64	split	79	poa
duty	undertake	63	sign	78	poa
duty	engage	63	speak	75	poa
duty	wish	61	launch	74	poa
duty	appoint	61	notice	67	poa
duty	manage	60	lay	67	poa
duty	resign	58	minesweeping	66	poa
duty	negotiate	57	recruit	65	poa
duty	implement	57	spread	65	poa
duty	contribute	55	check	65	poa
duty	disregard	53	sell	64	poa
duty	repeal	49	fill	62	poa
duty	settle	49	pack	61	poa
duty	preside	48	write	61	poa
duty	explain	48	sleep	61	poa
duty	educate	48	step	59	poa
duty	mitigate	47	switch	56	poa
duty	remind	46	waste	52	poa
duty	regulate	45	measure	52	poa
duty	gain	44	permit	49	poa
duty	enjoy	42	beat	49	poa
duty	ought	41	dance	49	poa
duty	lose	39	publish	48	poa
duty	doubt	38	treat	48	poa
duty	occur	38	cook	48	poa
duty	guarantee	38	figure	47	poa
duty	muster	38	pull	46	poa
duty	agree	38	handle	46	poa
duty	retain	38	draw	43	poa
duty	interpret	38	arrive	42	poa
duty	violate	36	talk	38	poa
duty	commit	34	preach	37	poa
duty	achieve	34	sway	37	poa
duty	vary	33	hurt	37	poa
duty	resolve	33	screw	36	poa
duty	enable	33	pick	35	poa
duty	assess	33	dive	35	poa
duty	deter	33	buy	34	poa
duty	indicate	33	walk	34	poa
duty	convince	32	catch	33	poa
duty	avenge	32	hear	32	poa
duty	describe	32	haul	32	poa
fine	love	1040	work	4824	poa
fine	feel	761	pay	3452	poa
fine	get	512	see	1472	poa
fine	know	386	show	1196	poa
fine	shall	349	set	1075	poa
fine	focus	329	release	696	poa
fine	impose	248	dance	655	poa
fine	want	239	play	640	poa
fine	need	229	live	563	poa
fine	let	223	cut	524	poa
fine	might	215	cast	512	poa
fine	care	208	open	505	poa
fine	offer	206	run	474	poa
fine	continue	206	lead	470	poa
fine	keep	198	sound	435	poa
fine	conduct	167	produce	400	poa
fine	remain	156	cross	374	poa
fine	develop	155	cover	330	poa
fine	trust	148	hit	323	poa
fine	stay	148	saw	295	poa
fine	earn	142	figure	294	poa
fine	hope	133	fall	274	poa
fine	require	132	serve	254	poa
fine	try	131	turn	244	poa
fine	establish	125	paint	237	poa
fine	promote	120	move	224	poa
fine	believe	118	mix	223	poa
fine	consist	111	walk	215	poa
fine	comply	111	read	210	poa
fine	occur	106	touch	200	poa
fine	demand	106	stand	188	poa
fine	settle	105	break	178	poa
fine	reduce	102	hold	177	poa
fine	seem	101	call	174	poa
fine	exist	97	split	162	poa
fine	gain	91	travel	160	poa
fine	represent	84	wear	154	poa
fine	enjoy	84	brush	154	poa
fine	express	78	vote	152	poa
fine	learn	76	build	147	poa
fine	achieve	76	carry	134	poa
fine	describe	75	write	127	poa
fine	prevent	74	follow	126	poa
fine	nix	71	measure	125	poa
fine	tend	70	draw	125	poa
fine	maintain	70	sell	124	poa
fine	improve	69	visit	123	poa
fine	promise	62	stop	122	poa
fine	exceed	60	talk	121	poa
fine	incur	60	rise	119	poa
fine	understand	60	step	119	poa
fine	welcome	58	fight	115	poa
fine	doubt	57	beat	114	poa
fine	hate	56	drive	111	poa
fine	consider	54	cook	111	poa
fine	ensure	53	watch	108	poa
fine	afford	52	fell	107	poa
fine	wish	51	blend	104	poa
fine	vary	50	notice	100	poa
fine	explain	50	roll	99	poa
fine	contribute	50	collect	96	poa
fine	lose	50	hunt	96	poa
fine	indicate	47	sign	95	poa
fine	retain	46	reach	92	poa
fine	prove	45	capture	87	poa
fine	enable	45	bust	87	poa
fine	resolve	44	hear	86	poa
fine	distinguish	44	fly	85	poa
fine	determine	42	google	84	poa
fine	suffer	42	spread	82	poa
fine	commit	41	pick	81	poa
fine	wonder	40	buy	80	poa
fine	guess	40	screw	80	poa
fine	suggest	39	sit	79	poa
fine	appreciate	39	drop	78	poa
fine	resemble	36	fill	77	poa
fine	sanction	36	catch	77	poa
fine	happen	35	raise	76	poa
fine	agree	35	weave	76	poa
fine	prepare	33	waste	75	poa
fine	convince	32	slip	74	poa
fine	manage	32	strike	73	poa
fine	expect	31	escape	71	poa
fine	affect	31	comb	69	poa
fine	prefer	29	sing	68	poa
fine	render	29	spin	65	poa
fine	define	29	smoke	63	poa
fine	reissue	29	kiss	62	poa
fine	engage	28	permit	61	poa
fine	enhance	28	handle	61	poa
fine	violate	27	stick	61	poa
fine	detect	27	seal	60	poa
fine	depict	26	eat	59	poa
fine	deny	26	treat	58	poa
fine	investigate	26	fold	58	poa
fine	accommodate	25	aim	57	poa
fine	satisfy	25	hop	57	poa
fine	forget	25	sleep	54	poa
fine	recognize	25	whip	54	poa
fine	generate	25	grind	53	poa
holding	love	520	lead	1476	poa
holding	keep	432	figure	1047	poa
holding	trust	393	work	966	poa
holding	prevent	297	see	961	poa
holding	get	275	open	914	poa
holding	continue	251	set	813	poa
holding	hope	225	show	794	poa
holding	might	195	cross	774	poa
holding	need	188	sign	757	poa
holding	let	158	play	662	poa
holding	represent	143	run	576	poa
holding	stay	140	hold	541	poa
holding	conduct	138	cover	425	poa
holding	focus	138	saw	405	poa
holding	care	132	release	403	poa
holding	remain	131	vote	391	poa
holding	offer	118	call	382	poa
holding	gain	117	stick	371	poa
holding	know	111	stand	367	poa
holding	express	110	turn	359	poa
holding	require	109	live	332	poa
holding	establish	108	break	314	poa
holding	depict	103	draw	285	poa
holding	shall	102	dance	280	poa
holding	improve	99	move	271	poa
holding	want	96	serve	264	poa
holding	reduce	94	stop	252	poa
holding	consider	93	cast	236	poa
holding	manage	93	fall	233	poa
holding	determine	89	hit	230	poa
holding	try	88	fight	227	poa
holding	exist	88	seal	209	poa
holding	maintain	86	read	206	poa
holding	believe	84	drive	206	poa
holding	promise	84	sell	197	poa
holding	demand	81	cut	196	poa
holding	promote	78	reverse	191	poa
holding	defend	75	fell	172	poa
holding	feel	71	split	172	poa
holding	lose	69	permit	171	poa
holding	ensure	66	travel	171	poa
holding	prove	66	pay	170	poa
holding	decide	62	walk	166	poa
holding	wish	61	sound	157	poa
holding	retain	60	kill	153	poa
holding	develop	59	strike	153	poa
holding	prohibit	58	escape	149	poa
holding	describe	58	tie	139	poa
holding	achieve	56	reach	133	poa
holding	agree	56	sit	131	poa
holding	facilitate	55	roll	129	poa
holding	occur	51	drop	128	poa
holding	engage	49	talk	126	poa
holding	consist	48	whip	125	poa
holding	discover	48	buy	121	poa
holding	indicate	47	raise	116	poa
holding	learn	45	pose	115	poa
holding	violate	44	build	113	poa
holding	justify	39	kick	113	poa
holding	welcome	39	follow	112	poa
holding	resign	39	step	110	poa
holding	earn	39	jump	109	poa
holding	comply	37	beat	108	poa
holding	overcome	37	carry	108	poa
holding	belong	36	watch	108	poa
holding	vary	36	capture	107	poa
holding	implement	36	launch	107	poa
holding	seem	34	catch	106	poa
holding	explain	34	lock	106	poa
holding	investigate	34	lay	101	poa
holding	qualify	33	handle	100	poa
holding	recognize	33	rob	98	poa
holding	understand	33	spread	97	poa
holding	cease	33	rise	96	poa
holding	suggest	32	sway	89	poa
holding	enable	32	waste	85	poa
holding	succeed	32	check	85	poa
holding	accommodate	31	shoot	83	poa
holding	convince	30	shed	81	poa
holding	prepare	30	pick	79	poa
holding	wonder	29	throw	79	poa
holding	realize	29	produce	78	poa
holding	happen	28	brush	78	poa
holding	guarantee	28	aim	77	poa
holding	attribute	28	fly	77	poa
holding	signify	27	visit	75	poa
holding	doubt	27	merge	71	poa
holding	approve	27	paint	71	poa
holding	regulate	27	shut	69	poa
holding	commit	27	touch	69	poa
holding	symbolize	27	bust	68	poa
holding	tend	26	switch	68	poa
holding	repeal	26	jab	68	poa
holding	settle	26	google	66	poa
holding	constitute	25	wear	65	poa
holding	disqualify	25	pull	64	poa
holding	blame	24	measure	62	poa
holding	appoint	24	pack	62	poa
holding	enjoy	24	hunt	61	poa
holding	restructure	23	spin	59	poa
legacy	continue	900	work	2851	poa
legacy	love	827	release	1479	poa
legacy	trust	333	live	1040	poa
legacy	remain	271	set	868	poa
legacy	hope	253	see	796	poa
legacy	keep	245	show	717	poa
legacy	promote	216	play	488	poa
legacy	care	186	run	424	poa
legacy	need	183	carry	398	poa
legacy	focus	178	sound	376	poa
legacy	get	178	open	351	poa
legacy	commemorate	172	fight	351	poa
legacy	might	166	cross	351	poa
