Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
backing	love	1207	lead	25327	avt
backing	get	339	live	1307	avt
backing	let	176	rob	773	avt
backing	need	128	sound	603	avt
backing	gain	112	slide	530	avt
backing	know	108	release	526	avt
backing	want	104	work	469	avt
backing	hope	99	show	423	avt
backing	keep	92	chuck	415	avt
backing	continue	87	cover	396	avt
backing	wonder	78	set	311	avt
backing	feel	77	hit	292	avt
backing	offer	74	play	278	avt
backing	believe	73	sing	269	avt
backing	trust	67	dance	249	avt
backing	contribute	67	cook	245	avt
backing	express	66	see	242	avt
backing	stay	60	beat	202	avt
backing	remain	56	mix	197	avt
backing	promote	56	run	187	avt
backing	might	56	turn	147	avt
backing	prevent	46	roll	146	avt
backing	establish	45	cross	146	avt
backing	lose	43	strike	131	avt
backing	reissue	37	saw	130	avt
backing	promise	36	hunt	115	avt
backing	try	36	fall	112	avt
backing	develop	35	open	111	avt
backing	demand	35	talk	111	avt
backing	care	32	move	108	avt
backing	focus	32	vote	106	avt
backing	hate	30	cast	102	avt
backing	ensure	29	stop	97	avt
backing	achieve	29	cut	92	avt
backing	welcome	27	stand	90	avt
backing	wish	25	call	87	avt
backing	reduce	25	stick	86	avt
backing	require	24	split	85	avt
backing	overthrow	24	hold	81	avt
backing	doubt	21	break	78	avt
backing	woo	21	fight	74	avt
backing	represent	20	huff	71	avt
backing	seem	19	spike	68	avt
backing	maintain	19	walk	66	avt
backing	consider	18	slash	58	avt
backing	cope	18	hop	58	avt
backing	compromise	18	fly	58	avt
backing	succeed	18	follow	57	avt
backing	enjoy	17	drive	57	avt
backing	shall	17	build	56	avt
backing	nix	16	kiss	56	avt
backing	consist	16	step	55	avt
backing	reprise	16	rise	54	avt
backing	belong	15	swing	53	avt
backing	improve	15	hear	51	avt
backing	explain	15	serve	51	avt
backing	rely	14	lay	51	avt
backing	guarantee	14	read	49	avt
backing	forget	14	fell	48	avt
backing	incorporate	14	write	48	avt
backing	suggest	13	bang	47	avt
backing	conduct	13	pack	47	avt
backing	retain	13	skip	47	avt
backing	imagine	12	produce	46	avt
backing	happen	12	launch	46	avt
backing	prove	12	peel	46	avt
backing	blame	12	touch	41	avt
backing	generate	12	bloom	41	avt
backing	resign	12	burn	41	avt
backing	guess	12	pay	40	avt
backing	enable	11	sign	40	avt
backing	agree	11	kick	38	avt
backing	adopt	11	fry	38	avt
backing	exist	11	pick	37	avt
backing	intimidate	10	cry	37	avt
backing	qualify	10	smoke	37	avt
backing	manage	10	reach	36	avt
backing	declare	10	shine	35	avt
backing	describe	10	kill	35	avt
backing	settle	10	buy	33	avt
backing	lament	9	reverse	33	avt
backing	afford	9	figure	33	avt
backing	occur	9	hide	32	avt
backing	accommodate	9	carry	32	avt
backing	expect	9	shout	32	avt
backing	decide	9	raise	29	avt
backing	dominate	9	measure	28	avt
backing	sustain	9	wear	28	avt
backing	learn	9	seal	28	avt
backing	enhance	9	edit	27	avt
backing	dare	9	fill	26	avt
backing	prepare	9	scream	26	avt
backing	zing	8	push	25	avt
backing	collaborate	8	nail	25	avt
backing	convince	8	escape	24	avt
backing	defer	8	spread	24	avt
backing	tend	8	shake	24	avt
backing	criticize	8	sleep	24	avt
backing	engage	8	squeeze	23	avt
backing	commit	8	wash	23	avt
baseball	love	471	play	9383	avt
baseball	determine	367	see	8617	avt
baseball	focus	302	cross	4360	avt
baseball	get	294	run	2651	avt
baseball	continue	279	hit	2344	avt
baseball	offer	255	pick	1202	avt
baseball	represent	226	sign	1063	avt
baseball	qualify	217	set	839	avt
baseball	earn	139	show	770	avt
baseball	try	137	strike	768	avt
baseball	keep	132	work	687	avt
baseball	express	126	fall	503	avt
baseball	manage	114	lead	476	avt
baseball	remain	110	rob	413	avt
baseball	know	103	chuck	380	avt
baseball	accommodate	100	live	355	avt
baseball	promote	92	throw	344	avt
baseball	hope	91	saw	335	avt
baseball	want	90	open	332	avt
baseball	establish	88	beat	320	avt
baseball	might	88	figure	312	avt
baseball	consider	87	dance	305	avt
baseball	indicate	85	move	302	avt
baseball	develop	80	tie	245	avt
baseball	stay	80	call	240	avt
baseball	let	79	bullpen	234	avt
baseball	need	75	split	229	avt
baseball	lose	75	bend	228	avt
