Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
depth	focus	691	work	1250	atl
depth	vary	292	hold	1081	atl
depth	determine	261	dive	897	atl
depth	love	232	see	848	atl
depth	need	230	set	762	atl
depth	occur	194	reach	573	atl
depth	get	194	show	520	atl
depth	indicate	189	sound	500	atl
depth	maintain	182	keel	458	atl
depth	achieve	174	measure	453	atl
depth	reduce	165	open	356	atl
depth	require	147	play	334	atl
depth	exceed	143	cut	328	atl
depth	might	143	cover	299	atl
depth	offer	141	live	276	atl
depth	improve	133	hit	240	atl
depth	remain	131	carry	235	atl
depth	keep	124	escort	215	atl
depth	conduct	123	lead	205	atl
depth	understand	118	run	192	atl
depth	gain	102	drop	191	atl
depth	know	95	cross	190	atl
depth	ensure	92	stop	178	atl
depth	develop	92	release	171	atl
depth	prevent	91	produce	171	atl
depth	accommodate	87	move	167	atl
depth	feel	87	rise	161	atl
depth	represent	81	figure	139	atl
depth	continue	79	minesweeping	123	atl
depth	affect	78	cast	122	atl
depth	tend	74	lock	122	atl
depth	depend	73	fall	116	atl
depth	want	73	mix	115	atl
depth	exist	73	saw	115	atl
depth	suggest	71	read	111	atl
depth	stay	65	turn	106	atl
depth	learn	65	penetrate	104	atl
depth	enable	62	explode	102	atl
depth	care	62	capture	99	atl
depth	seem	61	step	97	atl
depth	express	61	build	94	atl
depth	explain	60	travel	91	atl
depth	let	58	launch	91	atl
depth	describe	57	call	91	atl
depth	convey	56	strike	89	atl
depth	generate	55	spread	88	atl
depth	hope	52	break	84	atl
depth	consider	50	screw	83	atl
depth	establish	48	escape	82	atl
depth	engage	47	slip	82	atl
depth	detect	47	fill	79	atl
depth	consist	45	watch	77	atl
depth	perceive	43	fell	73	atl
depth	conjugate	40	tackle	70	atl
depth	fathom	40	write	68	atl
depth	investigate	39	drive	66	atl
depth	contribute	38	lay	63	atl
depth	enhance	38	follow	62	atl
depth	believe	37	collapse	61	atl
depth	demand	37	reverse	58	atl
depth	differ	35	jump	57	atl
depth	realize	35	submerge	54	atl
depth	overcome	35	ditch	54	atl
depth	expect	34	dance	52	atl
depth	trust	33	float	51	atl
depth	define	33	sign	51	atl
depth	assess	33	serve	48	atl
depth	withstand	33	split	48	atl
depth	simulate	33	talk	48	atl
depth	try	32	stand	48	atl
depth	coordinate	32	swim	47	atl
depth	appreciate	31	inhabit	46	atl
depth	analyze	31	stretch	46	atl
depth	render	30	salvage	45	atl
depth	doubt	29	expand	45	atl
depth	emphasize	29	lift	45	atl
depth	discover	29	touch	42	atl
depth	rely	28	kill	42	atl
depth	promote	28	dig	41	atl
depth	correspond	28	vertices	40	atl
depth	enjoy	28	detonate	39	atl
depth	prefer	27	thrust	39	atl
depth	lose	27	paint	39	atl
depth	distinguish	26	hunt	38	atl
depth	facilitate	25	collect	37	atl
depth	undertake	24	tread	37	atl
depth	wish	23	draw	37	atl
depth	wonder	23	roll	37	atl
depth	specify	23	walk	36	atl
depth	prepare	23	switch	36	atl
depth	compute	23	check	36	atl
depth	portray	22	smoke	36	atl
depth	exploit	21	elongate	35	atl
depth	prove	21	visit	35	atl
depth	resolve	21	waste	34	atl
depth	depict	21	aim	34	atl
depth	implement	21	combine	34	atl
depth	recognize	20	pick	34	atl
depth	solve	20	fight	34	atl
depth	predict	19	seal	34	atl
distance	express	1194	run	4281	atl
distance	keep	1127	set	3199	atl
distance	focus	606	travel	2810	atl
distance	love	565	jump	2706	atl
distance	maintain	561	see	2660	atl
distance	determine	559	cross	1669	atl
distance	reduce	464	open	1446	atl
distance	get	457	measure	1352	atl
distance	need	429	work	1156	atl
distance	let	332	stop	1153	atl
distance	might	288	throw	1001	atl
distance	remain	283	cover	876	atl
distance	vary	282	walk	849	atl
distance	gain	276	move	691	atl
distance	indicate	262	call	673	atl
distance	offer	251	reach	662	atl
distance	continue	235	sound	583	atl
distance	stay	228	drop	520	atl
distance	define	228	sign	509	atl
distance	achieve	220	drive	474	atl
distance	coordinate	220	lead	447	atl
distance	demand	213	hit	443	atl
distance	require	209	vertices	439	atl
distance	detect	191	saw	437	atl
distance	represent	183	fight	431	atl
distance	earn	174	fly	423	atl
distance	occur	170	show	421	atl
distance	try	170	turn	412	atl
distance	consider	163	cut	407	atl
distance	know	158	fall	404	atl
distance	establish	144	live	396	atl
distance	exist	142	draw	357	atl
distance	compute	136	stand	354	atl
distance	depend	135	release	321	atl
distance	improve	132	figure	297	atl
distance	tend	131	carry	294	atl
distance	ensure	128	play	291	atl
distance	qualify	127	climb	288	atl
distance	prevent	121	edit	276	atl
distance	care	118	step	273	atl
distance	minimize	113	break	264	atl
distance	suggest	111	spread	262	atl
distance	want	110	follow	254	atl
distance	develop	106	swim	247	atl
distance	seem	101	serve	243	atl
distance	feel	101	cast	235	atl
distance	describe	95	read	229	atl
distance	hope	94	fell	228	atl
distance	enable	94	rise	226	atl
distance	belong	92	stretch	213	atl
