Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
animation	love	555	live	2680	ate
animation	focus	251	work	2344	ate
animation	get	162	show	2259	ate
animation	develop	161	stop	2162	ate
animation	let	108	see	1279	ate
animation	express	105	release	1247	ate
animation	wish	97	sound	1095	ate
animation	wonder	94	set	683	ate
animation	woo	94	produce	477	ate
animation	feel	94	cast	336	ate
animation	keep	84	capture	316	ate
animation	continue	81	paint	300	ate
animation	hope	80	dance	277	ate
animation	promote	74	run	257	ate
animation	might	72	lead	253	ate
animation	explain	68	cut	253	ate
animation	offer	65	open	237	ate
animation	welcome	64	play	236	ate
animation	know	63	mix	187	ate
animation	care	60	chuck	180	ate
animation	render	54	spin	164	ate
animation	learn	54	spike	159	ate
animation	want	53	rise	158	ate
animation	depict	52	draw	151	ate
animation	achieve	51	move	146	ate
animation	incorporate	48	stand	146	ate
animation	try	46	figure	143	ate
animation	stay	45	saw	134	ate
animation	imagine	44	rob	130	ate
animation	need	44	fight	121	ate
animation	establish	43	swim	118	ate
animation	describe	40	cover	115	ate
animation	believe	39	launch	113	ate
animation	exist	39	fall	113	ate
animation	improve	37	hit	109	ate
animation	reborn	37	step	102	ate
animation	generate	37	blend	95	ate
animation	remain	35	turn	93	ate
animation	hark	35	escape	90	ate
animation	wander	30	flip	89	ate
animation	seem	29	cross	88	ate
animation	resemble	29	follow	86	ate
animation	represent	27	combine	86	ate
animation	ensure	26	strike	84	ate
animation	dare	26	stitch	80	ate
animation	portray	25	jump	80	ate
animation	understand	25	split	79	ate
animation	convey	24	watch	73	ate
animation	utilize	24	serve	71	ate
animation	trust	24	write	68	ate
animation	fathom	24	shut	67	ate
animation	enjoy	24	click	66	ate
animation	consider	23	google	65	ate
animation	gain	23	reboot	64	ate
animation	define	22	walk	64	ate
animation	demand	22	touch	61	ate
animation	lose	22	beat	61	ate
animation	vary	21	cook	61	ate
animation	consist	21	break	60	ate
animation	enhance	21	fly	60	ate
animation	discover	21	drive	58	ate
animation	collaborate	20	call	58	ate
animation	reduce	20	travel	57	ate
animation	recognize	20	kiss	57	ate
animation	simulate	20	sing	56	ate
animation	enable	19	build	55	ate
animation	require	19	stick	55	ate
animation	reprise	19	talk	53	ate
animation	specialize	17	drop	52	ate
animation	forget	17	read	51	ate
animation	integrate	17	screenwriting	51	ate
animation	promise	17	hunt	51	ate
animation	maintain	17	handle	51	ate
animation	facilitate	15	kill	50	ate
animation	emulate	15	tie	49	ate
animation	occur	14	switch	48	ate
animation	emphasize	14	pose	46	ate
animation	distinguish	14	pack	45	ate
animation	prevent	14	hop	44	ate
animation	differentiate	13	aim	42	ate
animation	happen	13	illustrate	41	ate
animation	prove	13	fell	40	ate
animation	contribute	13	dunk	40	ate
animation	implement	13	spread	39	ate
animation	shall	13	bang	39	ate
animation	suggest	12	slam	39	ate
animation	determine	12	hold	38	ate
animation	guess	12	roll	38	ate
animation	indicate	12	laugh	38	ate
animation	rely	11	kick	38	ate
animation	relate	11	repair	36	ate
animation	engage	11	stretch	34	ate
animation	solve	11	shoot	34	ate
animation	reissue	11	dive	34	ate
animation	appreciate	11	cry	31	ate
animation	emerge	11	pay	30	ate
animation	coordinate	11	reach	30	ate
animation	spoof	11	sign	30	ate
animation	differ	10	console	29	ate
animation	retain	10	check	29	ate
assistance	need	1974	work	1442	ate
assistance	care	1327	see	689	ate
assistance	offer	1183	call	625	ate
assistance	render	544	set	584	ate
assistance	get	540	mix	453	ate
assistance	require	526	cross	320	ate
assistance	trust	347	travel	305	ate
assistance	continue	269	run	282	ate
assistance	improve	252	fight	271	ate
assistance	establish	249	volunteer	265	ate
assistance	ensure	248	cover	256	ate
assistance	might	218	open	251	ate
assistance	develop	216	pay	231	ate
assistance	focus	205	release	228	ate
assistance	promote	190	escape	214	ate
assistance	prevent	175	build	211	ate
assistance	gain	169	live	209	ate
assistance	rely	159	lead	208	ate
assistance	conduct	158	turn	200	ate
assistance	hope	141	sound	193	ate
assistance	maintain	139	move	183	ate
assistance	shall	137	show	177	ate
assistance	reduce	134	stop	170	ate
assistance	facilitate	132	snap	170	ate
assistance	afford	122	reach	154	ate
assistance	enable	115	serve	142	ate
assistance	qualify	111	repair	141	ate
assistance	keep	110	cut	140	ate
assistance	implement	107	aim	139	ate
assistance	love	104	visit	139	ate
assistance	manage	101	walk	137	ate
assistance	promise	99	play	132	ate
assistance	coordinate	99	rob	126	ate
assistance	achieve	98	stand	118	ate
assistance	remain	97	saw	118	ate
assistance	demand	96	fall	114	ate
assistance	want	91	launch	112	ate
assistance	prepare	87	capture	109	ate
assistance	contribute	85	carry	107	ate
assistance	stay	84	raise	102	ate
assistance	guarantee	75	expand	100	ate
assistance	defend	73	cast	98	ate
assistance	determine	68	fell	95	ate
assistance	consider	67	hit	95	ate
assistance	know	66	vote	91	ate
assistance	believe	64	produce	89	ate
assistance	learn	61	sign	85	ate
assistance	enhance	60	drive	83	ate
assistance	amend	60	hold	81	ate
assistance	engage	59	break	81	ate
assistance	solve	58	measure	80	ate
assistance	understand	58	strike	72	ate
assistance	try	54	read	68	ate
assistance	let	54	write	68	ate
assistance	investigate	53	lay	67	ate
assistance	express	52	arrive	66	ate
assistance	wish	50	rebuild	65	ate
assistance	decide	50	cook	64	ate
assistance	commit	47	follow	63	ate
assistance	expect	45	spread	59	ate
assistance	resolve	45	spike	59	ate
assistance	assess	45	salvage	57	ate
assistance	authorize	44	dance	56	ate
assistance	prompt	44	kill	52	ate
assistance	overcome	44	check	52	ate
assistance	depend	43	step	52	ate
