Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
orange	love	489	see	1183	ftp
orange	express	213	walk	973	ftp
orange	represent	204	show	895	ftp
orange	get	184	peel	803	ftp
orange	vary	160	cross	783	ftp
orange	hope	156	play	689	ftp
orange	develop	131	open	647	ftp
orange	occur	122	work	596	ftp
orange	indicate	105	set	587	ftp
orange	remain	94	live	515	ftp
orange	tend	90	run	422	ftp
orange	care	88	cover	393	ftp
orange	continue	87	turn	391	ftp
orange	resemble	84	release	343	ftp
orange	might	80	paint	333	ftp
orange	want	74	lead	323	ftp
orange	exist	72	wear	316	ftp
orange	focus	71	trim	280	ftp
orange	keep	71	mix	269	ftp
orange	trust	70	fall	240	ftp
orange	offer	67	produce	239	ftp
orange	let	63	split	219	ftp
orange	justify	62	sound	215	ftp
orange	need	60	cast	211	ftp
orange	consist	60	drive	205	ftp
orange	distinguish	59	dance	182	ftp
orange	prevent	57	move	180	ftp
orange	lose	56	call	180	ftp
orange	know	54	stop	179	ftp
orange	stay	53	saw	179	ftp
orange	feel	52	cut	165	ftp
orange	discover	52	serve	164	ftp
orange	gain	51	sign	163	ftp
orange	establish	47	beat	150	ftp
orange	promote	45	figure	145	ftp
orange	maintain	43	stand	136	ftp
orange	demand	42	vote	133	ftp
orange	believe	40	reach	130	ftp
orange	belong	39	fly	124	ftp
orange	improve	34	fight	122	ftp
orange	differ	32	seal	120	ftp
orange	describe	32	tie	118	ftp
orange	commemorate	32	blend	117	ftp
orange	qualify	31	rise	111	ftp
orange	try	31	launch	107	ftp
orange	wonder	30	hit	103	ftp
orange	reduce	30	chuck	102	ftp
orange	emerge	30	spread	98	ftp
orange	consider	29	reverse	97	ftp
orange	welcome	29	fell	96	ftp
orange	prepare	29	drop	96	ftp
orange	suggest	28	keel	93	ftp
orange	settle	28	hold	91	ftp
orange	earn	28	bloom	90	ftp
orange	retain	27	carry	90	ftp
orange	prefer	26	cook	89	ftp
orange	defend	26	build	87	ftp
orange	conduct	25	volunteer	81	ftp
orange	prosper	25	smoke	80	ftp
orange	seem	24	break	78	ftp
orange	learn	24	touch	78	ftp
orange	decide	22	read	77	ftp
orange	reissue	22	roll	75	ftp
