Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
artillery	need	295	volunteer	1712	gsa
artillery	defend	252	see	1330	gsa
artillery	get	138	hit	873	gsa
artillery	prevent	136	cover	574	gsa
artillery	reinforce	129	saw	545	gsa
artillery	keep	129	set	516	gsa
artillery	engage	124	capture	444	gsa
artillery	suppress	124	move	444	gsa
artillery	trust	120	work	386	gsa
artillery	withstand	115	fell	380	gsa
artillery	continue	112	serve	378	gsa
artillery	consist	105	open	374	gsa
artillery	conduct	99	cross	374	gsa
artillery	remain	95	pack	264	gsa
artillery	might	88	strike	251	gsa
artillery	exist	82	fight	250	gsa
artillery	establish	81	call	210	gsa
artillery	prepare	80	cut	207	gsa
artillery	maintain	78	launch	197	gsa
artillery	overcome	74	carry	183	gsa
artillery	focus	72	fall	181	gsa
artillery	reduce	65	sound	174	gsa
artillery	develop	61	break	168	gsa
artillery	improve	59	hold	162	gsa
artillery	gain	59	smoke	159	gsa
artillery	rely	46	turn	158	gsa
artillery	hope	45	reach	158	gsa
artillery	represent	44	split	153	gsa
artillery	stay	43	salute	147	gsa
artillery	offer	43	stop	139	gsa
artillery	ensure	42	run	128	gsa
artillery	accommodate	42	lead	122	gsa
artillery	demand	42	repair	121	gsa
artillery	indicate	42	hunt	118	gsa
artillery	coordinate	41	live	115	gsa
artillery	achieve	40	build	115	gsa
artillery	try	39	produce	103	gsa
artillery	cease	39	drive	101	gsa
artillery	enable	38	escape	90	gsa
artillery	detect	33	pay	87	gsa
artillery	care	33	cast	83	gsa
artillery	repulse	32	escort	76	gsa
artillery	commemorate	31	arrive	73	gsa
artillery	muster	30	wear	73	gsa
artillery	require	29	shoot	70	gsa
artillery	let	28	follow	69	gsa
artillery	adopt	27	stand	69	gsa
artillery	determine	26	lay	66	gsa
artillery	retain	25	pull	63	gsa
artillery	facilitate	24	push	62	gsa
artillery	neutralize	23	cook	62	gsa
artillery	describe	22	play	60	gsa
artillery	learn	22	aim	58	gsa
artillery	know	19	show	57	gsa
artillery	affect	19	raise	54	gsa
artillery	subdue	19	seize	54	gsa
artillery	suffer	19	spread	49	gsa
artillery	believe	18	fly	49	gsa
artillery	cope	18	occupy	48	gsa
artillery	manage	18	watch	48	gsa
artillery	dominate	18	halt	45	gsa
artillery	exploit	17	dislodge	42	gsa
artillery	seem	17	kill	42	gsa
artillery	regain	17	drop	42	gsa
artillery	succeed	17	spare	41	gsa
artillery	weaken	17	read	41	gsa
artillery	symbolize	17	fill	40	gsa
artillery	bolster	16	figure	40	gsa
artillery	want	16	bend	40	gsa
artillery	fulfill	15	chew	39	gsa
artillery	resolve	15	release	38	gsa
artillery	incorporate	14	ditch	38	gsa
artillery	deny	14	sail	38	gsa
artillery	revise	14	recruit	37	gsa
artillery	prove	13	penetrate	36	gsa
artillery	cooperate	13	dive	36	gsa
artillery	vary	13	rise	36	gsa
artillery	love	13	reverse	35	gsa
artillery	enhance	13	haul	35	gsa
artillery	understand	13	dump	35	gsa
artillery	shall	13	notice	34	gsa
artillery	consider	12	barge	34	gsa
artillery	deceive	12	evacuate	32	gsa
artillery	assume	12	mix	32	gsa
artillery	endure	12	roll	32	gsa
artillery	constitute	12	flee	31	gsa
artillery	distract	12	dig	31	gsa
artillery	overwhelm	11	pee	31	gsa
artillery	specialize	11	lift	30	gsa
artillery	compel	11	draw	30	gsa
artillery	comprise	11	step	30	gsa
artillery	procure	11	sign	30	gsa
artillery	lose	11	sweep	29	gsa
artillery	assess	11	visit	28	gsa
artillery	simulate	11	catch	28	gsa
artillery	undertake	10	thrust	24	gsa
artillery	afford	10	expand	24	gsa
artillery	occur	10	measure	24	gsa
artillery	tend	10	collapse	24	gsa
artillery	recognize	10	disable	23	gsa
assembly	represent	1608	see	6698	gsa
assembly	shall	627	vote	5522	gsa
assembly	establish	562	work	1874	gsa
assembly	gain	528	serve	1535	gsa
assembly	exist	346	run	1527	gsa
assembly	resign	335	set	1327	gsa
