Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
agreement	negotiate	1039	reach	3788	cea
agreement	continue	880	sign	3288	cea
agreement	establish	874	see	2316	cea
agreement	develop	793	sell	1794	cea
agreement	cease	596	set	1686	cea
agreement	trust	577	work	1668	cea
agreement	implement	557	pay	1256	cea
agreement	agree	530	build	1019	cea
agreement	offer	521	open	972	cea
agreement	terminate	519	release	785	cea
agreement	compromise	514	strike	733	cea
agreement	keep	496	buy	724	cea
agreement	remain	489	vote	691	cea
agreement	need	423	move	650	cea
agreement	get	423	play	637	cea
agreement	ensure	405	show	627	cea
agreement	express	394	cross	624	cea
agreement	prevent	391	produce	610	cea
agreement	renew	379	run	580	cea
agreement	shall	365	saw	535	cea
agreement	maintain	363	lead	467	cea
agreement	reduce	354	hold	426	cea
agreement	require	346	carry	404	cea
agreement	conclude	328	launch	400	cea
agreement	promote	293	merge	392	cea
agreement	might	291	split	358	cea
agreement	achieve	285	live	352	cea
agreement	settle	276	fight	349	cea
agreement	resolve	260	visit	345	cea
agreement	conduct	256	step	335	cea
agreement	manage	247	call	302	cea
agreement	care	247	serve	296	cea
agreement	stay	236	fell	293	cea
agreement	comply	229	stop	293	cea
agreement	guarantee	221	fall	291	cea
agreement	improve	211	travel	286	cea
agreement	cooperate	201	turn	280	cea
agreement	retain	201	cover	259	cea
agreement	approve	197	swap	241	cea
agreement	facilitate	195	break	238	cea
agreement	try	193	notice	234	cea
agreement	amend	192	follow	226	cea
agreement	demand	191	permit	222	cea
agreement	abide	188	expand	216	cea
agreement	gain	185	publish	197	cea
agreement	let	182	cut	196	cea
agreement	promise	175	aim	174	cea
agreement	focus	174	stand	167	cea
agreement	consider	163	raise	157	cea
agreement	fulfill	163	google	156	cea
agreement	recognize	162	draw	155	cea
agreement	determine	154	measure	150	cea
agreement	hope	149	read	143	cea
agreement	violate	144	announce	140	cea
agreement	represent	143	resume	135	cea
agreement	believe	133	rise	129	cea
agreement	want	133	sound	128	cea
agreement	govern	129	handle	122	cea
agreement	decide	124	collapse	115	cea
agreement	love	120	drop	111	cea
agreement	commit	119	write	106	cea
agreement	reject	118	figure	102	cea
agreement	enable	117	capture	100	cea
agreement	exist	115	talk	100	cea
agreement	occur	113	lay	99	cea
agreement	collaborate	111	waste	96	cea
agreement	renegotiate	111	seal	96	cea
agreement	adopt	106	cast	93	cea
agreement	resign	104	escape	91	cea
agreement	assume	99	switch	91	cea
agreement	know	96	combine	87	cea
agreement	contribute	95	reverse	83	cea
agreement	engage	89	halt	80	cea
agreement	finalize	89	arrive	79	cea
agreement	define	89	spread	74	cea
agreement	prepare	89	occupy	70	cea
agreement	wish	88	fly	70	cea
agreement	vary	88	shut	67	cea
agreement	constitute	87	transmit	65	cea
agreement	enhance	86	drive	65	cea
agreement	indicate	86	speak	62	cea
agreement	affect	80	cook	62	cea
agreement	solve	79	kill	60	cea
agreement	confirm	77	check	59	cea
