Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
food	care	2234	eat	4667	fod
food	need	2065	see	4344	fod
food	get	1882	work	3255	fod
food	love	1390	waste	3174	fod
food	offer	1101	show	2697	fod
food	reduce	1042	live	2323	fod
food	keep	846	produce	2155	fod
food	focus	836	cook	1682	fod
food	ensure	828	travel	1623	fod
food	prepare	825	set	1566	fod
food	demand	801	serve	1560	fod
food	improve	778	open	1411	fod
food	prevent	745	buy	1344	fod
food	promote	631	consume	1123	fod
food	might	614	sell	1112	fod
food	require	536	run	1077	fod
food	rely	512	fight	1003	fod
food	develop	497	drive	956	fod
food	affect	490	pay	848	fod
food	continue	444	lead	786	fod
food	stay	434	cut	775	fod
food	maintain	418	play	712	fod
food	want	416	move	667	fod
food	remain	400	turn	661	fod
food	enjoy	387	carry	659	fod
food	occur	384	cross	657	fod
food	tend	365	spread	613	fod
food	trust	346	stop	605	fod
food	contribute	338	cover	604	fod
food	let	333	sleep	588	fod
food	try	325	hunt	573	fod
food	know	323	dance	570	fod
food	depend	315	rise	531	fod
food	gain	311	collect	525	fod
food	express	303	stand	518	fod
food	learn	302	fall	503	fod
food	establish	301	raise	482	fod
food	sustain	291	release	473	fod
food	afford	282	steal	448	fod
food	vary	281	saw	442	fod
food	determine	273	reach	440	fod
food	hope	240	stall	440	fod
food	achieve	236	hold	396	fod
food	enhance	232	build	388	fod
food	earn	232	break	383	fod
food	indicate	228	capture	377	fod
food	believe	223	visit	372	fod
food	prefer	206	kill	367	fod
food	regulate	204	call	357	fod
food	exist	204	catch	353	fod
food	manage	199	mix	340	fod
food	consider	198	follow	313	fod
food	suggest	198	smell	309	fod
food	describe	191	cast	305	fod
food	feel	174	pick	286	fod
food	recall	164	drop	286	fod
food	represent	161	treat	285	fod
food	seem	158	fly	283	fod
food	detect	158	talk	281	fod
food	consist	153	sound	279	fod
food	suffer	152	strike	268	fod
food	engage	151	escape	264	fod
food	enable	145	watch	253	fod
food	discover	143	lay	251	fod
food	understand	141	expand	250	fod
food	lose	132	aim	246	fod
food	facilitate	131	hit	246	fod
food	defend	130	fell	245	fod
food	conduct	129	walk	243	fod
food	decide	123	measure	242	fod
food	generate	122	launch	241	fod
food	implement	120	sign	235	fod
food	shall	117	chew	223	fod
food	exploit	114	sit	218	fod
food	utilize	114	extract	216	fod
food	welcome	114	roll	205	fod
food	solve	110	bite	201	fod
food	guarantee	108	pack	191	fod
food	satisfy	104	snap	186	fod
food	explain	99	volunteer	181	fod
food	replenish	98	wear	175	fod
food	promise	97	swallow	175	fod
food	constitute	96	split	173	fod
food	wish	93	step	173	fod
food	investigate	91	fry	172	fod
food	overcome	91	repair	165	fod
food	recognize	88	hide	162	fod
food	incorporate	84	freeze	162	fod
food	specialize	83	touch	160	fod
food	differ	82	figure	156	fod
food	prove	82	wrap	156	fod
food	conserve	82	smoke	156	fod
food	educate	82	spare	153	fod
food	restrict	82	write	152	fod
food	procure	82	fill	148	fod
food	abstain	82	stick	146	fod
food	accommodate	77	collapse	139	fod
food	adopt	76	arrive	137	fod
food	define	75	seal	137	fod
food	cope	74	beat	128	fod
frank	love	2082	work	2640	fod
frank	get	815	cast	2552	fod
frank	let	463	show	2318	fod
frank	hope	427	see	2086	fod
frank	reprise	320	play	1847	fod
frank	know	314	lead	1372	fod
frank	trust	266	run	1184	fod
frank	keep	255	live	1168	fod
frank	want	234	set	1085	fod
frank	try	229	cover	879	fod
frank	believe	219	cross	722	fod
frank	care	197	open	720	fod
frank	stay	186	hit	692	fod
frank	wonder	179	tackle	628	fod
frank	might	159	cook	620	fod
frank	succeed	152	release	615	fod
frank	express	148	chuck	613	fod
frank	offer	142	sound	608	fod
frank	focus	141	fight	598	fod
frank	gain	137	rob	583	fod
frank	continue	137	whittle	477	fod
frank	need	136	dance	465	fod
