Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
academic	focus	1263	work	7524	hum
academic	offer	679	see	2065	hum
academic	promote	511	open	1356	hum
academic	develop	492	fall	851	hum
academic	improve	467	set	694	hum
academic	care	448	play	468	hum
academic	need	429	roll	456	hum
academic	continue	380	show	438	hum
academic	achieve	291	serve	408	hum
academic	conduct	280	lead	402	hum
academic	establish	274	cross	400	hum
academic	trust	271	run	387	hum
academic	maintain	242	hold	359	hum
academic	get	218	dance	335	hum
academic	earn	218	figure	333	hum
academic	represent	198	saw	303	hum
academic	enhance	193	publish	283	hum
academic	prepare	191	read	246	hum
academic	ensure	190	aim	244	hum
academic	love	189	live	239	hum
academic	learn	180	move	229	hum
academic	gain	171	google	226	hum
academic	remain	168	rise	222	hum
academic	engage	163	write	213	hum
academic	might	152	follow	212	hum
academic	require	142	travel	206	hum
academic	exist	138	measure	179	hum
academic	contribute	134	build	178	hum
academic	express	134	cover	176	hum
academic	facilitate	128	spread	175	hum
academic	recognize	124	turn	174	hum
academic	stay	120	reach	174	hum
academic	describe	118	wear	162	hum
academic	understand	118	pay	151	hum
academic	affect	113	sound	149	hum
academic	demand	111	break	148	hum
academic	keep	111	expand	141	hum
academic	believe	105	produce	139	hum
academic	tend	104	combine	139	hum
academic	hope	93	release	137	hum
academic	promise	92	call	135	hum
academic	enable	91	split	122	hum
academic	integrate	91	step	120	hum
academic	determine	88	raise	119	hum
academic	suggest	87	cook	117	hum
academic	accommodate	87	lay	114	hum
academic	admit	84	visit	114	hum
academic	want	82	volunteer	103	hum
academic	confer	82	stand	98	hum
academic	know	81	strike	93	hum
academic	consider	78	hunt	92	hum
academic	reduce	76	fell	90	hum
academic	consist	75	speak	89	hum
academic	wish	74	talk	89	hum
academic	qualify	74	launch	88	hum
academic	evaluate	72	carry	87	hum
academic	vary	70	mix	80	hum
academic	manage	65	sign	77	hum
academic	attain	64	cut	74	hum
academic	enjoy	64	vote	71	hum
academic	succeed	64	sit	71	hum
