Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
adaptation	love	859	play	5814	coa
adaptation	develop	193	live	2819	coa
adaptation	focus	177	work	1767	coa
adaptation	get	153	show	1520	coa
adaptation	need	144	set	1274	coa
adaptation	might	131	cast	1251	coa
adaptation	hope	98	see	863	coa
adaptation	promote	95	release	784	coa
adaptation	let	94	produce	650	coa
adaptation	occur	89	lead	565	coa
adaptation	express	89	write	521	coa
adaptation	feel	86	hit	283	coa
adaptation	reduce	76	sound	253	coa
adaptation	represent	69	run	253	coa
adaptation	know	66	turn	224	coa
adaptation	believe	65	dance	208	coa
adaptation	prevent	65	cover	184	coa
adaptation	want	63	read	174	coa
adaptation	improve	61	fall	171	coa
adaptation	reprise	61	cross	167	coa
adaptation	require	60	saw	167	coa
adaptation	keep	60	spin	162	coa
adaptation	portray	57	rise	147	coa
adaptation	offer	56	open	144	coa
adaptation	exist	56	follow	129	coa
adaptation	ensure	54	kill	120	coa
adaptation	suggest	54	call	112	coa
adaptation	explain	52	kiss	112	coa
adaptation	consider	51	stop	102	coa
adaptation	wonder	51	stand	99	coa
adaptation	facilitate	49	spike	95	coa
adaptation	continue	49	serve	94	coa
adaptation	stay	47	jump	92	coa
adaptation	coincide	44	rob	85	coa
adaptation	enable	43	cut	85	coa
adaptation	achieve	42	escape	84	coa
adaptation	wish	41	measure	82	coa
adaptation	understand	41	fight	81	coa
adaptation	remain	40	tie	75	coa
adaptation	welcome	40	watch	72	coa
adaptation	care	40	talk	71	coa
adaptation	gain	37	hunt	69	coa
adaptation	describe	36	catch	69	coa
adaptation	implement	36	chuck	67	coa
adaptation	collaborate	35	cry	67	coa
adaptation	indicate	35	sleep	66	coa
adaptation	affect	34	drive	65	coa
adaptation	maintain	34	figure	64	coa
adaptation	happen	33	step	63	coa
adaptation	accommodate	33	strike	61	coa
adaptation	demand	32	spread	59	coa
adaptation	determine	31	split	58	coa
adaptation	evolve	30	move	57	coa
adaptation	contribute	30	reboot	57	coa
adaptation	hate	29	capture	56	coa
adaptation	promise	29	visit	55	coa
adaptation	woo	26	fell	52	coa
adaptation	cope	25	mix	51	coa
adaptation	try	25	roll	49	coa
adaptation	prepare	25	hold	47	coa
adaptation	trust	24	cook	47	coa
adaptation	enhance	24	sing	46	coa
adaptation	overcome	23	travel	45	coa
adaptation	learn	22	break	45	coa
adaptation	shall	22	bang	45	coa
adaptation	tend	21	sign	45	coa
adaptation	integrate	20	touch	44	coa
adaptation	incorporate	19	repair	43	coa
adaptation	detect	19	build	42	coa
adaptation	doubt	18	walk	41	coa
adaptation	manage	18	launch	37	coa
adaptation	solve	18	beat	37	coa
adaptation	commemorate	18	switch	37	coa
adaptation	lose	18	screw	37	coa
adaptation	seem	17	eat	36	coa
adaptation	rely	17	pack	35	coa
adaptation	establish	17	twitter	35	coa
adaptation	conduct	17	seal	34	coa
adaptation	reborn	17	pay	33	coa
adaptation	succeed	17	shoot	33	coa
adaptation	assume	16	burn	32	coa
adaptation	forget	16	fly	32	coa
adaptation	prefer	15	console	31	coa
adaptation	inform	15	pour	31	coa
adaptation	expect	14	drag	31	coa
adaptation	recall	14	fry	30	coa
adaptation	distinguish	14	hop	29	coa
adaptation	prosper	14	bloom	29	coa
adaptation	agree	14	drop	29	coa
adaptation	imagine	13	publish	28	coa
adaptation	differ	13	aim	28	coa
adaptation	vary	13	swing	28	coa
