Noun	Abs V	co-oc-a	Con V	co-oc-c	CORELEX_TYPE
elements	incorporate	1459	set	5388	phm
elements	love	828	work	4030	phm
elements	represent	821	sound	2104	phm
elements	let	720	show	1914	phm
elements	focus	695	dance	1873	phm
elements	consist	672	see	1523	phm
elements	remain	636	hop	1473	phm
elements	exist	614	combine	1173	phm
elements	need	613	play	1058	phm
elements	define	551	open	962	phm
elements	might	523	lead	915	phm
elements	get	409	mix	828	phm
elements	occur	379	live	739	phm
elements	keep	378	release	686	phm
elements	describe	377	cast	560	phm
elements	determine	373	cross	534	phm
elements	consider	366	produce	529	phm
elements	require	311	blend	513	phm
elements	correspond	303	cover	501	phm
elements	develop	297	turn	454	phm
elements	tend	285	saw	433	phm
elements	feel	272	move	425	phm
elements	achieve	260	figure	384	phm
elements	suggest	255	cut	362	phm
elements	indicate	253	run	331	phm
elements	continue	248	step	302	phm
elements	retain	242	call	301	phm
elements	seem	232	beat	300	phm
elements	belong	231	split	288	phm
elements	reduce	218	hold	287	phm
elements	constitute	217	roll	284	phm
elements	differ	216	capture	276	phm
elements	maintain	213	follow	272	phm
elements	ensure	212	build	262	phm
elements	understand	210	serve	261	phm
elements	vary	208	fall	251	phm
elements	satisfy	200	vertices	239	phm
elements	comprise	199	break	235	phm
elements	generate	198	stand	233	phm
elements	contribute	197	fight	225	phm
elements	establish	191	sign	225	phm
elements	affect	190	rise	224	phm
elements	distinguish	190	measure	218	phm
elements	prevent	190	read	212	phm
elements	care	188	draw	210	phm
elements	explain	186	spread	209	phm
elements	know	185	travel	203	phm
elements	gain	179	trim	199	phm
elements	facilitate	172	hit	199	phm
elements	improve	171	swing	188	phm
elements	integrate	171	thrash	187	phm
elements	express	168	seal	187	phm
elements	want	165	carry	181	phm
elements	believe	163	write	178	phm
elements	emphasize	161	drive	173	phm
elements	denote	158	stop	170	phm
elements	resemble	158	spin	152	phm
elements	conduct	156	reverse	151	phm
elements	prove	154	reach	151	phm
elements	attribute	148	strike	144	phm
elements	try	145	paint	143	phm
elements	enable	143	touch	140	phm
elements	offer	143	bind	138	phm
elements	relate	138	drop	137	phm
elements	enhance	129	escape	123	phm
elements	characterize	120	aim	121	phm
elements	implement	120	launch	120	phm
elements	promote	111	waste	117	phm
elements	utilize	108	expand	117	phm
elements	learn	107	push	115	phm
elements	adopt	105	merge	114	phm
elements	hope	101	jump	113	phm
elements	recognize	101	bang	112	phm
elements	coordinate	101	commute	108	phm
elements	depict	99	talk	103	phm
elements	convey	98	tie	102	phm
elements	depend	97	shoot	98	phm
elements	suppose	96	stick	98	phm
elements	solve	96	switch	95	phm
elements	compute	95	fell	94	phm
elements	conjugate	94	fly	94	phm
elements	discover	93	pay	93	phm
elements	derive	92	pivot	93	phm
elements	trust	91	watch	93	phm
elements	specify	89	check	92	phm
elements	assume	88	wear	90	phm
elements	demand	87	console	87	phm
elements	engage	82	notice	85	phm
elements	reinforce	82	kill	85	phm
elements	manage	79	illustrate	81	phm
elements	analyze	77	repair	81	phm
elements	stay	74	lay	81	phm
elements	portray	74	extract	79	phm
elements	accommodate	73	hide	77	phm
elements	rely	71	communicate	76	phm
elements	emerge	71	handle	76	phm
elements	detect	70	fill	75	phm
elements	predicate	69	lift	75	phm
elements	agree	69	collapse	73	phm
elements	recall	67	pick	72	phm
hurricane	affect	311	hit	2035	phm
hurricane	intensify	289	see	1722	phm
hurricane	love	270	watch	858	phm
hurricane	weaken	207	strike	570	phm
hurricane	attain	110	set	364	phm
hurricane	express	106	open	348	phm
hurricane	remain	85	work	319	phm
hurricane	need	79	fly	311	phm
hurricane	occur	78	shear	265	phm
hurricane	develop	78	reach	259	phm
hurricane	hope	77	run	258	phm
hurricane	prepare	71	show	243	phm
hurricane	get	71	live	227	phm
hurricane	withstand	65	fell	203	phm
hurricane	continue	63	cross	202	phm
hurricane	might	60	move	192	phm
hurricane	let	58	release	163	phm
hurricane	care	57	saw	154	phm
hurricane	maintain	45	play	146	phm
hurricane	prevent	43	turn	136	phm
hurricane	investigate	42	fall	130	phm
hurricane	improve	41	lead	127	phm
hurricane	know	40	repair	124	phm
hurricane	indicate	38	raise	116	phm
hurricane	stay	37	rebuild	102	phm
hurricane	focus	35	stab	102	phm
hurricane	hate	34	cut	97	phm
hurricane	keep	31	sound	96	phm
hurricane	predict	29	escape	89	phm
hurricane	exceed	26	produce	87	phm
hurricane	represent	26	measure	83	phm
hurricane	exist	25	cover	83	phm
